hexanol 	 -310.2385332251633 
heptanol 	 -349.27397687072676 
pentanol 	 -271.20138119895074 
decanol 	 -466.3836241400086 
octanol 	 -388.3110864554743 
ethanol 	 -154.09130176573018 
butanol 	 -232.1655798347283 
nonanol 	 -427.3465180082815 
methanol 	 -115.04800861868374 
propanol 	 -193.12836249728798 
